ticker,date,time,price,volume
ORANGEPL,191024,161328,5.935,50
ORANGEPL,191024,161328,5.935,839
ORANGEPL,191024,161328,5.935,853
ORANGEPL,191024,161328,5.935,277
ORANGEPL,191024,161328,5.935,596
ORANGEPL,191024,161445,5.93,699
ORANGEPL,191024,161445,5.93,559
ORANGEPL,191024,161501,5.935,32
ORANGEPL,191024,161501,5.935,723
ORANGEPL,191024,161501,5.935,23
ORANGEPL,191024,161501,5.935,112
ORANGEPL,191024,161501,5.935,167
ORANGEPL,191024,161520,5.93,140
ORANGEPL,191024,161604,5.93,140
ORANGEPL,191024,161607,5.93,140
ORANGEPL,191024,161609,5.93,139
ORANGEPL,191024,161610,5.93,140
ORANGEPL,191024,161710,5.93,1182
ORANGEPL,191024,161718,5.93,140
ORANGEPL,191024,161815,5.935,812
ORANGEPL,191024,161815,5.935,1817
ORANGEPL,191024,161815,5.935,371
ORANGEPL,191024,161821,5.935,404
ORANGEPL,191024,161821,5.935,627
ORANGEPL,191024,161827,5.93,280
ORANGEPL,191024,161857,5.93,139
ORANGEPL,191024,161942,5.93,140
ORANGEPL,191024,161955,5.93,140
